,n1,n2,n3,n4,block_type,nf,time
609,4,16,5,12,0,27,0.11629923184712727
610,2,10,15,3,0,68,0.38909141222635907
611,5,3,94,4,1,10,0.12498315175374348
612,9,7,40,11,1,68,0.985217014948527
613,3,9,22,3,1,1,0.01757502555847168
614,12,11,34,6,1,15,0.1308129628499349
615,12,29,7,5,1,191,4.8886551062266035
616,13,7,55,8,1,34,0.4191250006357829
617,13,13,37,8,1,123,2.808116594950358
618,9,25,46,10,1,111,2.862612724304199
619,1,5,103,13,1,58,1.251063585281372
620,6,19,58,5,1,136,3.8963185946146646
621,8,1,103,10,1,41,0.771679957707723
622,7,23,85,8,1,10,0.15560189882914224
623,12,15,97,2,1,6,0.10209019978841145
624,7,9,3,10,0,136,1.4277327060699463
625,11,19,61,6,1,34,0.47992746035257977
626,2,17,124,13,1,15,0.25124549865722656
627,9,8,21,3,0,3,0.02705995241800944
628,10,21,73,11,1,3,0.05764444669087728
629,13,12,23,2,0,2,0.02145544687906901
630,9,8,7,12,0,41,0.2337015469868978
631,11,13,88,5,1,136,5.561992009480794
632,5,15,58,3,1,3,0.042679389317830406
633,11,21,109,1,1,99,3.6213345527648926
634,1,9,21,6,0,123,1.7728671232859294
635,12,9,22,2,1,41,0.3403053283691406
636,11,7,79,13,1,99,2.920103152592977
637,2,21,106,5,1,162,7.963143428166707
638,3,13,10,3,1,58,0.4035212993621826
639,10,21,97,5,1,191,12.376102447509766
640,9,3,91,6,1,136,5.252504428227742
641,5,21,16,2,1,21,0.34474984804789227
642,3,5,91,2,1,58,1.0210468769073486
643,9,9,22,13,1,136,2.647488832473755
644,6,17,124,12,1,176,11.109470844268799
645,9,3,73,5,1,21,0.3636600176493327
646,5,19,112,11,1,136,6.821978569030762
647,9,27,64,2,1,1,0.06841452916463216
648,11,1,73,5,1,162,5.823144515355428
649,8,1,79,7,1,58,1.0013403097788494
650,12,27,76,13,1,123,4.800610701243083
651,7,13,7,6,0,1,0.012798070907592773
652,12,5,43,1,1,162,3.808219830195109
653,12,3,124,3,1,6,0.1194605032602946
654,2,19,142,2,1,136,7.164339462916057
655,11,11,142,1,1,21,0.42785032590230304
656,7,7,15,3,0,1,0.0160062313079834
657,13,9,10,8,1,99,1.3949400583902996
658,1,29,55,10,1,50,0.794452985127767
659,8,31,61,6,1,2,0.07634989420572917
660,5,31,52,7,1,21,0.30878154436747235
661,2,7,61,6,1,78,2.2164124647776284
662,1,2,5,8,0,191,1.9087701638539631
663,6,11,103,12,1,162,8.058227777481079
664,8,3,28,7,1,88,1.1200311183929443
665,6,23,91,2,1,2,0.05372373263041178
666,1,11,1,8,1,21,0.0762941042582194
667,5,1,22,11,1,136,1.9811148643493652
668,2,21,16,9,1,15,0.09900824228922527
669,1,11,130,9,1,15,0.2344679037729899
670,5,13,67,13,1,123,3.721038500467936
671,6,29,34,9,1,68,1.1085103352864583
672,11,1,55,11,1,21,0.21097524960835776
673,4,5,28,5,1,176,3.1644182205200195
674,8,19,124,1,1,136,6.61575182278951
675,8,29,7,13,1,15,0.1805896759033203
676,4,5,67,2,1,34,0.35669803619384766
677,10,9,28,1,1,41,0.3432036240895589
678,7,10,9,9,0,162,2.3001522223154702
679,4,8,25,5,0,15,0.06944664319356282
680,4,3,49,8,1,21,0.16429742177327475
681,13,29,133,1,1,15,0.29470086097717285
682,4,19,43,12,1,136,3.5611414909362793
683,8,17,85,12,1,3,0.07183035214742024
684,8,11,40,6,1,191,5.510531981786092
685,11,5,19,9,0,34,0.21369449297587076
686,1,3,100,8,1,50,0.8632738590240479
687,3,25,52,10,1,176,6.479197025299072
688,5,17,46,3,1,88,1.474321762720744
689,12,9,25,1,1,3,0.029573678970336914
690,12,13,17,13,0,50,0.4418286482493083
691,2,15,67,10,1,136,4.400813182195027
692,12,13,37,4,1,1,0.026194413503011067
693,12,16,5,10,0,6,0.05215883255004883
694,4,29,118,4,1,3,0.07308681805928548
695,9,3,7,8,1,6,0.02988735834757487
696,6,9,109,6,1,99,3.3130573431650796
697,4,27,7,13,1,111,1.7486985524495442
698,11,9,61,12,1,99,2.506350040435791
699,5,9,22,7,1,88,1.0000419616699219
700,9,11,25,4,0,99,1.2463674545288086
701,13,15,22,12,1,15,0.1324594815572103
702,9,7,31,12,1,111,2.015675147374471
703,12,23,118,5,1,41,0.9687647819519043
704,2,15,3,11,0,88,0.6822643280029297
705,10,8,21,1,0,1,0.014202753702799479
706,11,5,7,5,0,3,0.01735695203145345
707,10,15,100,2,1,50,1.025375763575236
708,12,4,25,6,0,21,0.11342986424763997
709,10,9,79,10,1,111,3.4415878454844155
710,1,1,43,1,1,123,1.73454753557841
711,1,15,109,4,1,99,3.220231374104818
712,7,7,133,2,1,136,6.505207697550456
713,11,5,58,1,1,111,2.377767562866211
714,6,1,37,1,1,58,0.505705992380778
715,13,3,17,11,0,111,1.4522310892740886
716,3,11,112,6,1,191,10.618250767389933
717,4,19,31,5,1,162,3.9920210043589273
718,10,5,16,8,1,21,0.14945618311564127
719,4,16,21,11,0,68,0.6913189888000488
720,12,11,142,7,1,15,0.2921148935953776
721,12,9,21,8,0,2,0.02635327974955241
722,5,17,142,1,1,111,5.184218804041545
723,5,17,21,8,0,21,0.13199798266092935
724,9,11,9,11,0,99,1.0865987141927083
725,7,4,23,7,0,149,2.2057296435038247
726,1,5,15,6,0,99,0.7197561264038086
727,13,9,79,5,1,21,0.2710023721059163
728,9,31,115,2,1,149,8.278847853342691
729,8,3,91,9,1,123,4.170195897420247
730,11,23,136,13,1,99,4.987609068552653
731,2,13,103,10,1,78,2.097367604573568
732,5,4,25,2,0,1,0.013197501500447592
733,3,3,21,13,0,149,2.5715580781300864
734,4,21,10,8,1,123,1.734789292017619
735,12,7,13,10,0,99,1.157692511876424
736,6,4,1,2,0,191,1.0487948258717854
737,5,31,70,5,1,191,9.085631688435873
738,7,13,25,1,1,41,0.3555912176767985
739,5,9,94,1,1,10,0.12975597381591797
740,1,17,1,13,0,41,0.2112277348836263
741,13,29,91,3,1,136,6.268125454584758
742,10,9,67,8,1,123,3.577772378921509
743,8,7,100,5,1,149,6.467611074447632
744,1,4,1,12,0,162,1.481664737065633
745,11,3,52,12,1,34,0.3969128926595052
746,10,19,58,1,1,68,1.2001318136850994
747,9,31,88,2,1,15,0.2274481455485026
748,12,29,103,2,1,41,0.8824456532796224
749,9,7,3,1,0,99,0.5183772246042887
750,2,11,25,4,1,6,0.03864153226216634
751,4,31,64,1,1,34,0.45960036913553876
752,13,11,142,3,1,68,2.1921815077463784
753,13,13,52,7,1,41,0.5683552424112955
754,13,17,82,2,1,15,0.20891563097635904
755,7,27,130,8,1,162,12.723056316375732
756,7,27,106,8,1,136,6.601551612218221
757,9,3,64,6,1,88,1.9341180324554443
758,1,1,17,2,0,68,0.28377556800842285
759,13,27,34,12,1,41,0.5705962181091309
760,13,29,85,1,1,88,2.548694133758545
761,4,3,9,1,0,3,0.012237548828125
762,8,14,3,11,0,162,2.4114810625712075
763,8,1,85,11,1,21,0.2683726151784261
764,2,1,19,3,0,3,0.016830841700236004
765,11,5,28,13,1,88,1.2996033827463787
766,4,3,76,4,1,58,0.8885428110758463
767,2,29,40,5,1,10,0.10309123992919922
768,9,15,109,3,1,88,2.7171295483907065
769,9,9,85,10,1,6,0.09240365028381348
770,8,11,109,9,1,88,2.796907424926758
771,13,1,9,9,0,21,0.09316825866699219
772,12,5,127,10,1,41,0.9198722839355469
773,1,5,67,1,1,27,0.24435154596964517
774,8,7,5,2,0,2,0.01655093828837077
775,1,3,37,2,1,15,0.08671752611796062
776,8,15,21,12,0,21,0.1249541441599528
777,9,31,103,3,1,27,0.6210203170776367
778,8,3,73,9,1,123,3.5795884927113852
779,9,7,142,8,1,3,0.09230891863505046
780,1,31,142,7,1,191,15.905067761739096
781,11,17,67,6,1,6,0.21640634536743164
782,3,23,136,9,1,136,7.897875229517619
783,3,23,82,12,1,2,0.09184122085571289
784,12,16,23,3,0,27,0.16268356641133627
785,4,9,70,1,1,136,3.859791358311971
786,11,3,85,3,1,68,1.3789494037628174
787,12,15,115,5,1,78,2.399779717127482
788,9,21,34,7,1,34,0.3696880340576172
789,5,19,118,11,1,162,11.251875162124634
790,8,19,67,11,1,162,6.552737394968669
791,3,14,13,3,0,88,1.0276519457499187
792,5,9,21,3,0,162,2.2734238306681314
793,2,5,103,4,1,10,0.13784186045328775
794,8,3,61,12,1,149,4.731791337331136
795,11,19,97,7,1,10,0.18454480171203613
796,12,11,67,2,1,88,1.8745520114898682
797,4,5,109,8,1,41,0.728293259938558
798,8,21,1,6,1,27,0.16717187563578287
799,10,12,17,6,0,41,0.2643905480702718
800,8,11,55,2,1,111,2.367498238881429
801,2,31,103,2,1,58,1.3657020727793376
802,5,15,124,4,1,58,1.4505503972371419
803,1,15,118,2,1,3,0.07468215624491374
804,10,4,7,5,0,3,0.015433152516682943
805,8,11,142,11,1,3,0.0760505199432373
806,3,1,118,4,1,123,4.576884667078654
807,5,5,19,4,1,10,0.07682426770528157
808,11,3,46,4,1,78,1.1458040873209636
809,7,1,139,6,1,41,0.9001030921936035
810,3,23,76,9,1,123,4.369239966074626
811,10,21,37,10,1,50,0.7220966021219889
812,10,29,97,10,1,136,7.141692002614339
813,5,5,52,3,1,10,0.10825705528259277
814,9,27,31,6,1,10,0.09877816836039226
815,1,25,46,1,1,41,0.45290176073710126
816,2,3,136,13,1,34,0.6577654679616293
817,6,11,142,7,1,88,4.013862371444702
818,13,14,9,12,0,27,0.4098506768544515
819,10,17,4,6,1,58,0.48106225331624347
820,13,3,85,2,1,191,9.700278043746948
821,2,11,25,13,0,111,1.7227340539296467
822,5,31,37,12,1,58,1.036299228668213
823,2,1,121,2,1,34,0.5895295937856039
824,13,19,34,7,1,50,0.669557253519694
825,7,23,76,11,1,15,0.20723207791646323
826,12,21,22,1,1,58,0.6513190269470215
827,10,15,10,7,1,34,0.25670615832010907
828,7,10,23,9,0,99,1.3106975555419922
829,4,17,40,11,1,2,0.03689225514729818
830,12,21,76,13,1,6,0.09746114412943523
831,12,21,121,5,1,162,10.419224262237549
832,8,5,58,13,1,10,0.1605407396952311
833,7,17,79,4,1,10,0.13755997021993002
834,1,23,25,9,1,3,0.03420106569925944
835,6,3,85,11,1,34,0.48776618639628094
836,11,25,91,11,1,2,0.06351963678995769
837,8,3,85,4,1,10,0.12682127952575684
838,13,7,139,10,1,176,14.643622318903605
839,7,7,97,7,1,15,0.29701892534891766
840,7,19,31,11,1,123,2.873070001602173
841,6,15,52,1,1,68,0.9970592657725016
842,2,17,100,13,1,41,0.7924358050028483
843,2,15,64,9,1,50,0.7399161656697592
844,11,23,7,3,1,2,0.025302012761433918
845,6,17,11,11,0,15,0.07057046890258789
846,3,31,115,9,1,1,0.05270592371622721
847,4,19,73,7,1,21,0.2578550974527995
848,6,15,127,8,1,50,1.2393151919047039
849,5,11,55,12,1,27,0.2922932306925456
850,2,15,76,12,1,6,0.08306097984313965
851,10,9,25,1,1,123,1.7679500579833984
852,1,8,13,12,0,88,0.754695733388265
853,5,13,136,2,1,176,10.747586568196615
854,11,3,25,9,0,3,0.025479475657145183
855,2,14,19,12,0,34,0.19996285438537598
856,13,13,70,12,1,34,0.5177302360534668
857,7,1,52,3,1,99,1.647125005722046
858,7,3,43,1,1,50,0.4658659299214681
859,8,5,127,2,1,6,0.10360129674275716
860,8,9,25,7,1,15,0.10366042455037434
861,7,5,130,7,1,34,0.8166604042053223
862,10,9,11,6,0,78,0.6176695823669434
863,5,1,109,13,1,99,3.4647085666656494
864,11,17,73,1,1,2,0.062083164850870766
865,2,7,106,1,1,58,1.148967186609904
866,5,7,7,9,0,99,0.7932937939961752
867,2,9,16,13,1,10,0.059250990549723305
868,11,15,130,1,1,1,0.05472294489542643
869,5,27,85,7,1,2,0.052723089853922524
870,10,7,40,1,1,3,0.03299856185913086
871,5,13,64,1,1,191,6.822091182072957
872,7,1,31,10,1,123,2.02620800336202
873,4,5,121,11,1,50,1.1097670396169026
874,9,31,109,11,1,2,0.07961392402648926
875,1,15,13,13,0,3,0.01891048749287923
876,10,21,139,6,1,162,12.755358457565308
877,1,5,142,5,1,136,6.531810919443767
878,8,11,19,9,0,136,2.434106985727946
879,4,1,76,10,1,99,2.3341981569925943
880,10,9,1,1,0,21,0.0570528507232666
881,9,7,55,10,1,15,0.1463003953297933
882,11,8,9,8,0,136,1.6598097483317058
883,9,14,5,11,0,162,2.576411724090576
884,8,29,136,6,1,99,4.522067864735921
885,11,5,76,8,1,10,0.15018844604492188
886,4,4,23,12,0,6,0.031331539154052734
887,13,17,1,13,1,2,0.02548702557881673
888,6,27,37,13,1,3,0.04994646708170573
889,9,31,19,10,1,88,1.490301291147868
890,13,19,49,3,1,149,4.633025884628296
891,5,27,91,8,1,162,7.8107413450876875
892,11,7,121,6,1,10,0.2332613468170166
893,10,19,127,6,1,50,1.2633818785349529
894,6,25,31,5,1,68,0.9385298093159994
895,3,16,1,12,0,191,2.906959056854248
896,1,9,46,7,1,68,0.8503986199696859
897,11,1,139,8,1,10,0.1794861157735189
898,12,3,79,4,1,21,0.25025733311971027
899,13,7,118,5,1,41,0.8507080078125
900,8,17,46,12,1,27,0.28990427652994794
901,9,15,85,3,1,41,0.6704587936401367
902,5,25,58,4,1,1,0.032399892807006836
903,9,31,10,1,1,78,0.9084188143412272
904,7,27,76,11,1,111,3.774355411529541
905,11,11,85,11,1,136,5.381109396616618
906,4,17,85,11,1,15,0.23752625783284506
907,13,23,88,10,1,27,0.45273582140604657
908,2,5,100,7,1,10,0.13096372286478677
909,12,1,136,12,1,162,11.521869023640951
910,8,15,43,5,1,50,0.6917579174041748
911,9,27,34,4,1,27,0.28493134180704754
912,3,29,31,13,1,136,3.4915167490641275
913,6,10,1,11,0,27,0.11052997907002766
914,5,9,34,9,1,2,0.0270690123240153
915,7,27,7,1,1,10,0.07542634010314941
916,12,1,25,1,1,27,0.17030628522237143
917,2,27,16,9,1,162,3.465765873591105
918,13,1,115,3,1,58,1.4655036926269531
919,4,9,19,4,1,1,0.028613487879435223
920,10,29,46,12,1,2,0.04426217079162598
921,3,21,85,7,1,50,0.9030350049336752
922,9,29,133,13,1,88,3.8957396348317466
923,4,13,55,4,1,50,0.7858825524648031
924,2,9,10,6,1,123,1.1555078824361165
925,4,23,49,6,1,6,0.07048551241556804
926,4,9,58,2,1,99,1.830248196919759
927,9,1,115,6,1,176,9.065110286076864
928,11,9,76,3,1,162,6.025697708129883
929,11,7,13,2,1,1,0.01692986488342285
930,8,13,15,13,0,78,0.8445507685343424
931,13,23,100,4,1,10,0.1797179381052653
932,4,9,15,10,0,6,0.029505093892415363
933,7,25,61,4,1,1,0.03559652964274088
934,4,11,25,2,1,88,0.9155426820119222
935,3,17,139,7,1,88,3.5957725842793784
936,7,5,109,12,1,34,0.5996822516123453
937,11,15,4,3,1,41,0.2783065636952718
938,6,31,16,12,1,10,0.09260884920756023
939,11,5,1,9,1,191,2.8568111260732016
940,7,15,13,2,0,136,1.5327126185099285
941,8,15,67,8,1,149,5.164202610651652
942,6,17,21,10,0,21,0.14904173215230307
943,4,31,64,7,1,58,1.0790059566497803
944,7,27,55,13,1,78,1.7298969427744548
945,12,11,67,13,1,27,0.3594788710276286
946,5,7,106,13,1,88,2.671379725138346
947,8,4,7,10,0,15,0.059055328369140625
948,9,19,31,2,1,99,1.619803746541341
949,7,14,15,9,0,6,0.03138383229573568
950,11,5,133,2,1,111,4.608062028884888
951,8,5,16,1,1,6,0.03235022226969401
952,3,1,46,5,1,58,0.5769363244374593
953,4,5,46,13,1,78,1.1923035780588787
954,7,27,4,4,1,21,0.13757030169169107
955,8,7,25,2,0,136,2.0088723500569663
956,6,5,46,4,1,68,0.8439451058705648
957,9,17,127,12,1,68,2.1912405490875244
958,11,31,73,9,1,50,1.0373283227284749
959,5,3,106,7,1,123,4.74636435508728
960,12,17,49,12,1,176,6.710546573003133
961,4,27,112,2,1,99,5.6137269337972
962,3,11,73,8,1,162,6.177411397298177
963,8,15,100,10,1,27,0.4977531433105469
964,5,11,73,12,1,27,0.3358140786488851
965,8,11,133,3,1,176,12.21859614054362
966,2,7,31,2,1,27,0.25892043113708496
967,3,6,11,4,0,149,1.3065206209818523
968,12,25,127,6,1,1,0.0671995480855306
969,3,15,23,2,0,10,0.05031323432922363
970,6,23,85,2,1,34,0.5405873457590739
971,13,11,15,11,0,111,1.6123769283294678
972,4,17,19,12,1,6,0.05285724004109701
973,7,11,79,9,1,88,2.20944881439209
974,11,13,25,13,1,2,0.038131316502889
975,4,15,136,12,1,58,1.963033119837443
976,3,9,88,5,1,176,7.812934796015422
977,10,27,91,4,1,191,10.798139333724976
978,2,27,55,5,1,6,0.4685970942179362
979,8,5,73,5,1,149,4.9536135991414385
980,8,13,85,8,1,41,0.757221539815267
981,13,11,25,12,0,149,5.220156113306682
982,4,11,19,1,1,149,1.968055009841919
983,1,9,34,3,1,15,0.10898431142171223
984,8,17,21,6,0,10,0.06001885732014974
985,13,27,127,6,1,162,13.770167032877604
986,5,4,11,2,0,136,1.0498569011688232
987,3,4,15,11,0,99,0.9511603514353434
988,9,3,70,12,1,99,2.501570781071981
989,6,14,15,1,0,21,0.10374085108439128
990,8,9,4,13,1,6,0.039037863413492836
991,7,3,34,9,1,50,0.4784266948699951
992,13,1,37,5,1,111,2.2332774003346763
993,6,14,17,6,0,34,0.19245696067810059
994,3,21,73,10,1,10,0.12346498171488444
995,13,21,4,6,1,176,3.752467314402262
996,10,5,16,10,1,111,1.4984864393870037
997,10,15,106,4,1,27,0.46566208203633624
998,1,23,112,8,1,6,0.11012125015258789
999,11,9,7,5,0,3,0.019794543584187824
1000,9,5,64,11,1,111,2.9458301862080893
1001,4,23,49,4,1,41,0.5132666428883871
1002,8,21,100,4,1,78,2.230173428853353
1003,6,7,91,8,1,136,4.9408901532491045
1004,5,17,55,12,1,34,0.4760243097941081
1005,4,11,40,1,1,99,1.478359540303548
1006,6,14,3,13,0,41,0.23099501927693686
1007,7,1,91,6,1,21,0.25786495208740234
1008,12,29,85,2,1,191,12.22810959815979
1009,11,5,61,9,1,15,0.20888336499532065
1010,4,27,46,11,1,10,0.11413852373758952
1011,5,11,106,13,1,136,6.301372130711873
1012,12,7,94,12,1,123,4.708384275436401
1013,6,23,46,13,1,34,0.5471964677174886
1014,9,31,13,12,1,34,0.3558184305826823
1015,5,25,70,10,1,149,5.980833371480306
1016,1,5,46,5,1,111,1.8324172496795654
1017,10,19,106,5,1,191,11.92017936706543
1018,12,9,25,13,0,78,1.1208006540934246
1019,9,9,139,12,1,50,1.335112730662028
1020,2,9,64,7,1,99,2.130378007888794
1021,1,15,10,8,1,27,0.14337539672851562
1022,2,1,17,4,0,1,0.010980923970540365
1023,3,7,58,8,1,136,3.5641847451527915
1024,13,27,31,1,1,78,1.2823069095611572
1025,5,1,25,7,0,123,1.4777603149414062
1026,6,7,106,12,1,149,7.602508147557576
1027,2,5,28,1,1,41,0.32091697057088214
1028,10,25,67,8,1,136,5.141470432281494
1029,2,19,31,8,1,123,2.318636417388916
1030,12,17,16,3,1,15,0.13571405410766602
1031,10,4,3,13,0,191,2.911919593811035
1032,1,23,142,8,1,123,6.296565612157186
1033,4,7,1,7,0,2,0.011281728744506836
1034,3,23,142,3,1,99,4.578283627827962
1035,11,4,13,1,0,149,1.5711563428243
1036,9,17,1,10,0,88,0.8249457677205404
1037,4,1,70,2,1,123,3.060154438018799
1038,4,3,97,4,1,123,3.940146525700887
1039,13,9,9,5,0,88,0.767079750696818
1040,5,11,52,10,1,6,0.07043210665384929
1041,9,9,70,10,1,176,7.350047667821248
1042,11,7,76,4,1,2,0.04197843869527181
1043,3,3,40,11,1,34,0.27886343002319336
1044,3,5,133,1,1,50,1.0875883102416992
1045,8,9,49,4,1,6,0.06989598274230957
1046,1,14,5,9,0,78,0.5145628452301025
1047,1,3,91,11,1,34,0.4606345494588216
1048,6,23,10,8,1,34,0.2622118790944417
1049,3,1,100,12,1,1,0.03977576891581217
1050,1,11,1,4,1,6,0.025635719299316406
1051,12,29,139,11,1,27,0.6105016072591146
1052,2,15,46,3,1,123,2.4848341941833496
1053,12,23,76,13,1,136,7.695604244867961
1054,11,19,103,8,1,136,6.302878061930339
1055,2,11,136,7,1,88,3.1631381511688232
1056,9,1,112,6,1,162,7.805482467015584
1057,3,21,109,7,1,58,1.486254612604777
1058,5,17,115,7,1,149,8.92259939511617
1059,5,12,5,13,0,2,0.015149990717569986
1060,7,23,13,9,1,2,0.09304046630859375
1061,5,21,13,3,1,15,0.09466028213500977
1062,4,15,15,3,0,68,0.4714638392130534
1063,12,1,130,3,1,123,5.491887887318929
1064,13,29,130,13,1,10,0.2618877092997233
1065,10,29,127,13,1,176,13.99700895945231
1066,7,1,3,4,0,58,0.3226967652638753
1067,4,5,70,10,1,176,7.116378943125407
1068,5,9,43,5,1,50,0.5671304861704508
1069,2,21,103,6,1,88,2.7137978871663413
1070,5,27,88,3,1,34,0.5697079499562582
1071,5,11,97,3,1,50,0.9226517677307129
1072,5,15,13,8,1,1,0.01929958661397298
1073,4,8,1,11,0,50,0.21596972147623697
1074,6,16,13,9,0,15,0.06749002138773601
1075,6,15,21,7,0,176,3.464520295461019
1076,3,17,100,8,1,176,8.905076265335083
1077,12,3,82,7,1,34,0.6462883949279785
1078,7,13,40,1,1,88,1.2769606113433838
1079,4,23,94,5,1,15,0.21433401107788086
1080,12,9,31,7,1,162,4.4301222165425616
1081,11,7,139,12,1,99,4.296309312184651
1082,4,4,9,9,0,88,0.668775717417399
1083,5,15,3,3,0,58,0.2698228359222412
1084,1,7,106,12,1,58,1.2586761315663655
1085,8,14,23,1,0,34,0.20470801989237467
1086,2,15,142,13,1,176,12.696085532506308
1087,7,19,106,4,1,6,0.2677447001139323
1088,3,23,103,5,1,149,7.863194386164348
1089,7,5,85,4,1,41,0.6491924126942953
1090,8,13,43,2,1,50,0.5709917545318604
1091,10,5,133,8,1,78,2.5802787144978843
1092,3,1,124,11,1,34,0.6093377272288004
1093,2,15,40,10,1,3,0.03511166572570801
1094,13,9,5,11,0,58,0.4081915219624837
1095,8,19,46,11,1,50,0.7116259733835856
1096,9,23,64,12,1,78,1.8520340124766033
1097,9,27,7,10,1,111,1.817243178685506
1098,9,23,97,6,1,58,1.3763816356658936
1099,13,8,23,4,0,34,0.22044936815897623
1100,11,5,55,11,1,68,1.1661359469095867
1101,1,27,88,7,1,136,5.379298369089763
1102,5,9,3,1,0,191,1.4114272594451904
1103,9,31,70,2,1,6,0.09222022692362468
1104,7,31,115,5,1,136,7.882619460423787
1105,13,3,13,12,1,15,0.13916619618733725
1106,10,11,19,9,0,176,3.5707315603892007
1107,2,7,52,3,1,88,1.308310588200887
1108,7,3,112,9,1,176,9.680285135904947
1109,8,2,13,10,0,191,4.485176006952922
1110,1,13,22,6,1,34,0.2867191632588704
1111,2,31,127,11,1,149,10.806507587432861
1112,1,5,9,6,0,99,0.6654034455617269
1113,7,27,82,4,1,34,0.5777433713277181
1114,5,16,9,13,0,162,3.719978411992391
1115,9,9,103,8,1,111,3.9792237281799316
1116,3,7,16,6,1,21,0.15139261881510416
1117,10,23,7,1,1,15,0.10196669896443684
1118,5,27,64,9,1,123,3.9928186734517417
1119,2,9,19,10,1,6,0.03392672538757324
1120,13,1,61,1,1,78,1.3004638353983562
1121,9,27,37,12,1,50,0.7462606430053711
1122,13,8,13,4,0,99,0.9834973017374674
1123,12,31,82,12,1,68,1.8942254384358723
1124,3,21,91,10,1,88,2.555097500483195
1125,12,13,11,12,0,27,0.17836332321166992
1126,9,9,124,9,1,191,13.376776218414307
1127,7,19,7,12,1,50,0.6016930739084879
1128,8,23,1,1,1,10,0.07627526919047038
1129,1,21,112,2,1,88,2.83453901608785
1130,8,19,67,1,1,176,7.297291835149129
1131,9,19,91,3,1,2,0.09631125132242839
1132,5,1,76,13,1,176,6.975731134414673
1133,6,15,43,10,1,21,0.24796811739603677
1134,6,19,61,9,1,41,0.578594446182251
1135,7,19,40,13,1,50,0.6801275412241617
1136,3,5,17,8,0,41,0.1964262326558431
1137,3,15,31,2,1,123,1.9394702116648357
1138,2,7,73,2,1,176,5.81337038675944
1139,11,19,1,7,1,111,1.4093003273010254
1140,4,9,37,4,1,3,0.035798867543538414
1141,9,11,142,1,1,123,6.367344617843628
1142,3,29,25,3,1,1,0.02413765589396159
1143,11,25,1,7,1,136,2.1912500858306885
1144,7,27,13,11,1,136,2.7961718241373696
1145,8,13,49,2,1,58,0.7809944152832031
1146,10,2,17,6,0,15,0.057343482971191406
1147,7,11,13,7,0,21,0.09066907564798991
1148,9,21,73,4,1,21,0.2760368188222249
1149,10,3,10,3,1,1,0.01473077138264974
1150,3,29,1,13,1,34,0.2620353698730469
1151,5,7,13,5,0,6,0.02653781572977702
1152,4,15,25,2,0,136,2.290572245915731
1153,11,31,112,1,1,191,13.545263290405273
1154,1,25,58,3,1,162,5.363727966944377
1155,5,7,142,1,1,99,3.940314849217733
1156,13,5,17,11,0,176,3.5435098012288413
1157,8,11,82,2,1,6,0.10424462954203288
1158,5,31,100,13,1,27,0.48724905649820965
1159,4,13,7,10,0,10,0.03962167104085287
1160,8,5,17,10,0,34,0.18540692329406738
1161,10,29,112,1,1,6,0.11737974484761556
1162,3,27,133,10,1,149,10.973114331563314
1163,10,23,13,8,1,78,1.1016738414764404
1164,1,21,139,4,1,99,4.290155092875163
1165,2,3,139,1,1,111,4.285439093907674
1166,11,1,112,13,1,149,7.499532143274943
1167,5,11,79,11,1,6,0.1985901196797689
1168,2,11,43,5,1,191,5.222660779953003
1169,11,1,55,8,1,41,0.5116678873697916
1170,10,15,23,10,0,21,0.1320342222849528
1171,9,17,76,4,1,34,0.5072115262349447
1172,10,17,37,3,1,136,4.560508728027344
1173,13,27,13,1,1,149,2.944329579671224
1174,8,27,16,2,1,2,0.03930226961771647
1175,11,23,118,1,1,1,0.054092089335123696
1176,8,15,118,6,1,123,6.590745449066162
1177,6,7,73,10,1,34,0.4863557020823161
1178,12,21,13,1,1,123,1.8637536366780598
1179,12,27,94,7,1,21,0.35944239298502606
1180,10,31,115,8,1,176,12.253721555074057
1181,12,23,43,11,1,34,0.5519962310791016
1182,9,17,52,9,1,58,0.9512864748636881
1183,6,21,103,1,1,162,8.04152512550354
1184,11,25,34,8,1,68,1.1855497360229492
1185,1,17,106,3,1,99,3.2406392097473145
1186,12,5,43,11,1,162,4.675808111826579
1187,2,3,49,13,1,162,4.856008291244507
1188,11,29,52,2,1,99,2.4843406677246094
1189,13,7,25,11,0,21,0.1541412671407064
1190,2,17,121,1,1,58,1.3905421098073323
1191,13,3,118,13,1,99,3.8288649717966714
1192,11,7,19,3,1,162,2.692804972330729
1193,5,3,112,13,1,136,5.886561632156372
1194,12,27,52,1,1,34,0.5229236284891764
1195,4,15,55,4,1,41,0.488930622736613
1196,7,15,118,1,1,99,3.667086124420166
1197,2,23,70,2,1,41,0.5988430182139078
1198,13,21,49,6,1,41,0.6024474302927653
1199,11,5,17,1,0,136,1.4296721617380779
1200,7,15,97,8,1,21,0.3124047915140788
1201,3,7,124,6,1,21,0.32315699259440106
1202,6,25,82,13,1,149,7.013856410980225
1203,7,27,31,13,1,88,2.3862907886505127
1204,1,1,7,6,1,162,1.2645891507466633
1205,4,13,1,4,1,10,0.04822349548339844
1206,1,9,124,13,1,176,11.122164169947306
1207,5,29,91,11,1,136,6.061196168263753
1208,12,14,7,8,0,15,0.3905247052510579
1209,1,3,79,3,1,78,1.4063515663146973
1210,6,17,25,12,0,41,0.3490024407704671
1211,5,7,58,9,1,99,2.096895217895508
1212,10,15,4,3,1,136,1.6136964162190754
1213,3,10,9,4,0,15,0.03992112477620443
1214,7,11,91,2,1,34,0.5107758045196533
